EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set	HelixDomain
Q8VY88	Arabidopsis thaliana	Viridiplantae	175			Negative	3	False
Q6PB70	Mus musculus	Metazoa	1060			Negative	4	False
Q24025	Drosophila melanogaster	Metazoa	1038			Negative	5	False
Q13356	Homo sapiens	Metazoa	520			Negative	3	False
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981			Negative	1	False
Q08GK9	Mullus surmuletus	Metazoa	178			Negative	5	False
Q9UH92	Homo sapiens	Metazoa	298			Negative	3	False
Q54BW5	Dictyostelium discoideum	Other	179			Negative	3	False
Q92979	Homo sapiens	Metazoa	244			Negative	2	False
Q95P08	Scutigera coleoptrata	Metazoa	656	1.0	18.0	Positive	4	
P83510	Mus musculus	Metazoa	1323			Negative	5	False
P47123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218			Negative	5	False
A0A3Q7HWE4	Solanum lycopersicum	Viridiplantae	165			Negative	4	False
Q5B833	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	387	1.0	24.0	Positive	2	
P09081	Drosophila melanogaster	Metazoa	494			Negative	3	False
Q54HI5	Dictyostelium discoideum	Other	716			Negative	4	False
Q920A7	Mus musculus	Metazoa	789			Negative	5	False
Q99LY9	Mus musculus	Metazoa	106			Negative	5	False
Q8VYD4	Arabidopsis thaliana	Viridiplantae	867			Negative	1	True
Q09750	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1522			Negative	4	False
Q9UTE3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	620			Negative	3	False
Q9ZPX5	Arabidopsis thaliana	Viridiplantae	632			Negative	3	False
P48608	Drosophila melanogaster	Metazoa	1091			Negative	2	False
Q12089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	606			Negative	5	False
Q10574	Caenorhabditis elegans	Metazoa	142			Negative	3	False
Q08047	Zea mays	Viridiplantae	799			Negative	5	False
Q8BG21	Mus musculus	Metazoa	171			Negative	4	True
Q9BW72	Homo sapiens	Metazoa	106			Negative	2	True
Q03640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1545			Negative	3	False
Q9NXR7	Homo sapiens	Metazoa	383			Negative	1	False
O95926	Homo sapiens	Metazoa	243			Negative	4	False
Q94BS2	Arabidopsis thaliana	Viridiplantae	335			Negative	5	False
D0VWM8	Caenorhabditis elegans	Metazoa	414			Negative	3	False
Q93YF5	Nicotiana tabacum	Viridiplantae	704			Negative	5	False
Q9DA19	Mus musculus	Metazoa	450			Negative	2	False
P32962	Arabidopsis thaliana	Viridiplantae	339			Negative	4	False
Q3ZC04	Bos taurus	Metazoa	102			Negative	3	False
Q9N1F5	Sus scrofa	Metazoa	241			Negative	2	False
P34253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313			Negative	5	False
P07727	Rattus norvegicus	Metazoa	457	1.0	28.0	Positive	2	
P61604	Homo sapiens	Metazoa	102			Negative	1	False
Q3E7A8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72			Negative	4	False
O35678	Mus musculus	Metazoa	303			Negative	3	False
P25569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	745			Negative	5	False
Q00471	Chlamydomonas reinhardtii	Viridiplantae	215			Negative	5	True
Q07878	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3144			Negative	1	False
Q10PI9	Oryza sativa subsp. japonica	Viridiplantae	459			Negative	1	False
Q9USV1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299			Negative	5	False
Q9UN81	Homo sapiens	Metazoa	338			Negative	1	False
P10824	Rattus norvegicus	Metazoa	354			Negative	4	False
P08603	Homo sapiens	Metazoa	1231	1.0	18.0	Positive	4	
Q02794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444			Negative	2	False
Q9ER97	Mus musculus	Metazoa	151			Negative	3	False
Q9GZX6	Homo sapiens	Metazoa	179	1.0	33.0	Positive	4	
P53991	Chlamydomonas reinhardtii	Viridiplantae	354			Negative	1	False
P53251	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210			Negative	2	False
Q09666	Homo sapiens	Metazoa	5890			Negative	3	False
Q9I7K0	Drosophila melanogaster	Metazoa	208			Negative	5	False
O75937	Homo sapiens	Metazoa	253			Negative	2	False
P0DPU3	Scolopendra dehaani	Metazoa	577	1.0	25.0	Positive	4	
P0CT67	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152			Negative	4	False
Q9Z0M9	Mus musculus	Metazoa	193	1.0	28.0	Positive	1	
P32342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167			Negative	4	False
P82248	Spinacia oleracea	Viridiplantae	168			Negative	2	False
P07257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368			Negative	1	False
O18412	Drosophila melanogaster	Metazoa	718			Negative	1	False
P54789	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707			Negative	1	False
Q62733	Rattus norvegicus	Metazoa	452			Negative	5	False
O15455	Homo sapiens	Metazoa	904	1.0	23.0	Positive	4	
Q6NZF1	Mus musculus	Metazoa	792			Negative	2	False
Q10252	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	358			Negative	4	True
P49683	Homo sapiens	Metazoa	370			Negative	5	False
P22009	Candida tropicalis	Fungi	127			Negative	4	False
P56329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321			Negative	1	False
O95990	Homo sapiens	Metazoa	144			Negative	5	False
Q9CAI5	Arabidopsis thaliana	Viridiplantae	465			Negative	5	False
Q6UX27	Homo sapiens	Metazoa	236	1.0	16.0	Positive	4	
Q61827	Mus musculus	Metazoa	156			Negative	4	False
P40380	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230			Negative	4	False
A7VN15	Protobothrops flavoviridis	Metazoa	79	1.0	19.0	Positive	2	
O75462	Homo sapiens	Metazoa	422	1.0	37.0	Positive	2	
B1AXD8	Mus musculus	Metazoa	201			Negative	5	False
Q8TF63	Homo sapiens	Metazoa	244			Negative	1	False
Q12349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	124			Negative	1	False
P18428	Homo sapiens	Metazoa	481	1.0	25.0	Positive	3	
P53743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316			Negative	3	False
Q9NZV1	Homo sapiens	Metazoa	1036	1.0	34.0	Positive	3	
P08011	Rattus norvegicus	Metazoa	155			Negative	5	True
P62854	Homo sapiens	Metazoa	115			Negative	1	False
Q9BQS6	Homo sapiens	Metazoa	159			Negative	2	False
Q6NLC1	Arabidopsis thaliana	Viridiplantae	706			Negative	2	True
Q9HEV5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	426			Negative	2	False
P51959	Homo sapiens	Metazoa	295			Negative	1	False
Q8QZY3	Mus musculus	Metazoa	150			Negative	3	False
Q8WZK0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695			Negative	1	False
Q6UW10	Homo sapiens	Metazoa	78	1.0	19.0	Positive	1	
Q8TEB9	Homo sapiens	Metazoa	315			Negative	1	True
Q9VC61	Drosophila melanogaster	Metazoa	755			Negative	1	False
Q9UIG0	Homo sapiens	Metazoa	1483			Negative	2	False
E0XKJ8	Tabanus yao	Metazoa	256	1.0	16.0	Positive	3	
Q9VG55	Drosophila melanogaster	Metazoa	191	1.0	24.0	Positive	1	
P09597	Spinacia oleracea	Viridiplantae	134			Negative	1	False
P36052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402			Negative	4	False
Q9W1X4	Drosophila melanogaster	Metazoa	1711			Negative	4	False
Q969S2	Homo sapiens	Metazoa	332			Negative	3	False
Q8N371	Homo sapiens	Metazoa	416			Negative	2	False
Q8IYR2	Homo sapiens	Metazoa	804			Negative	5	False
P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271			Negative	3	False
Q22197	Caenorhabditis elegans	Metazoa	184			Negative	3	False
Q9P7V3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	220			Negative	1	False
Q09761	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	699			Negative	2	False
Q9C9B9	Arabidopsis thaliana	Viridiplantae	643			Negative	5	False
P22936	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367			Negative	1	False
P11746	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286			Negative	2	False
O01811	Caenorhabditis elegans	Metazoa	377			Negative	1	True
Q9ZST4	Arabidopsis thaliana	Viridiplantae	196			Negative	1	False
Q5AMT2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	308	1.0	18.0	Positive	4	
Q9URT4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	697			Negative	1	False
Q4VBD9	Mus musculus	Metazoa	706			Negative	2	False
O95905	Homo sapiens	Metazoa	644			Negative	5	False
P06774	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265			Negative	2	False
Q09M02	Mus musculus	Metazoa	886			Negative	1	False
Q9HDZ6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	155			Negative	1	False
Q6EPW7	Oryza sativa subsp. japonica	Viridiplantae	233			Negative	4	False
Q08380	Homo sapiens	Metazoa	585	1.0	18.0	Positive	4	
Q9P1Z0	Homo sapiens	Metazoa	1013			Negative	2	False
P30776	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	628			Negative	3	False
Q28143	Bos taurus	Metazoa	456	1.0	35.0	Positive	5	
P35735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353			Negative	5	True
P08580	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	107			Negative	5	False
Q5FWP4	Xenopus laevis	Metazoa	625			Negative	5	False
P40053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	627			Negative	4	False
A7DTF0	Caenorhabditis elegans	Metazoa	337			Negative	1	False
Q02892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647			Negative	1	False
O15524	Homo sapiens	Metazoa	211			Negative	3	False
P81450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59			Negative	2	True
Q8WXU2	Homo sapiens	Metazoa	420			Negative	4	False
Q1G3I2	Arabidopsis thaliana	Viridiplantae	117			Negative	3	False
Q9H3S7	Homo sapiens	Metazoa	1636			Negative	4	False
Q9US06	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	456			Negative	5	False
P34440	Caenorhabditis elegans	Metazoa	261			Negative	3	False
P38628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	557			Negative	5	False
Q6PR54	Mus musculus	Metazoa	2419			Negative	4	False
Q9BWL3	Homo sapiens	Metazoa	253			Negative	2	True
Q58A45	Homo sapiens	Metazoa	887			Negative	2	False
Q1K548	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	477			Negative	3	False
O74309	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	807			Negative	1	False
O75689	Homo sapiens	Metazoa	374			Negative	5	False
Q96GR2	Homo sapiens	Metazoa	724			Negative	4	False
Q96P66	Homo sapiens	Metazoa	508			Negative	5	False
P40967	Homo sapiens	Metazoa	661	1.0	24.0	Positive	5	
Q9NSK7	Homo sapiens	Metazoa	141			Negative	5	True
Q9P2D8	Homo sapiens	Metazoa	2635			Negative	5	False
O23193	Arabidopsis thaliana	Viridiplantae	236			Negative	5	False
P52798	Homo sapiens	Metazoa	201	1.0	25.0	Positive	5	
P32489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222			Negative	5	False
P53140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	646			Negative	4	False
Q6IUP1	Mus musculus	Metazoa	357			Negative	2	False
Q7L8L6	Homo sapiens	Metazoa	764			Negative	2	False
P87017	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	278			Negative	5	False
P12524	Homo sapiens	Metazoa	364			Negative	4	False
Q9QXV1	Mus musculus	Metazoa	362			Negative	1	False
Q9W252	Drosophila melanogaster	Metazoa	1318			Negative	2	False
P36064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111			Negative	3	False
O22914	Arabidopsis thaliana	Viridiplantae	124			Negative	4	False
P45974	Homo sapiens	Metazoa	858			Negative	3	False
Q9FQ09	Arabidopsis thaliana	Viridiplantae	680			Negative	5	False
Q6PCM1	Mus musculus	Metazoa	1323			Negative	3	False
Q03771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387			Negative	5	False
P35269	Homo sapiens	Metazoa	517			Negative	2	False
P54837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	1.0	20.0	Positive	5	
Q9MA15	Arabidopsis thaliana	Viridiplantae	711			Negative	4	False
Q9NP71	Homo sapiens	Metazoa	852			Negative	4	False
G5EGA3	Caenorhabditis elegans	Metazoa	704			Negative	4	False
Q96B23	Homo sapiens	Metazoa	404			Negative	2	False
O22788	Arabidopsis thaliana	Viridiplantae	236			Negative	2	False
Q3UZP0	Mus musculus	Metazoa	555			Negative	3	False
Q02046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320			Negative	5	False
P40571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144			Negative	2	False
Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1077			Negative	4	False
C4QWS8	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	363			Negative	4	False
Q9GZR7	Homo sapiens	Metazoa	859			Negative	2	False
Q12393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293			Negative	3	False
Q39709	Isochrysis galbana	Other	208			Negative	2	False
F4I1T7	Arabidopsis thaliana	Viridiplantae	1819			Negative	1	False
E9PT37	Rattus norvegicus	Metazoa	1207			Negative	1	False
Q14693	Homo sapiens	Metazoa	890			Negative	3	False
P0DJ07	Homo sapiens	Metazoa	73			Negative	3	True
P82925	Bos taurus	Metazoa	386			Negative	4	False
Q6F6B5	Arabidopsis thaliana	Viridiplantae	741			Negative	2	False
Q99519	Homo sapiens	Metazoa	415	1.0	47.0	Positive	5	
Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327			Negative	4	False
Q90Z72	Gallus gallus	Metazoa	458			Negative	5	False
P92948	Arabidopsis thaliana	Viridiplantae	844			Negative	2	False
Q9VZM7	Drosophila melanogaster	Metazoa	631			Negative	2	False
Q7SH52	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1168			Negative	3	False
P52172	Drosophila melanogaster	Metazoa	1264			Negative	3	False
Q8BIW9	Mus musculus	Metazoa	969			Negative	1	False
Q9LJG6	Arabidopsis thaliana	Viridiplantae	193			Negative	2	False
Q9D1N4	Mus musculus	Metazoa	221			Negative	1	True
Q5XF06	Arabidopsis thaliana	Viridiplantae	469			Negative	5	False
Q8N5F7	Homo sapiens	Metazoa	415			Negative	2	False
Q9UT32	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	373			Negative	2	False
Q681Z2	Arabidopsis thaliana	Viridiplantae	203			Negative	1	False
Q9WV31	Mus musculus	Metazoa	396			Negative	1	False
Q9VVV9	Drosophila melanogaster	Metazoa	928			Negative	4	False
Q9ERV1	Mus musculus	Metazoa	416			Negative	3	False
P20052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293			Negative	5	False
P23351	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	508			Negative	2	False
P19438	Homo sapiens	Metazoa	455	1.0	29.0	Positive	4	
Q8IX15	Homo sapiens	Metazoa	550			Negative	1	False
Q8IXQ9	Homo sapiens	Metazoa	262			Negative	2	False
P46951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	817			Negative	2	False
O09174	Mus musculus	Metazoa	381			Negative	3	False
Q20929	Caenorhabditis elegans	Metazoa	510			Negative	3	False
A4F267	Rattus norvegicus	Metazoa	308			Negative	5	False
Q9Y6Q9	Homo sapiens	Metazoa	1424			Negative	1	False
Q8IWY9	Homo sapiens	Metazoa	1227			Negative	5	False
Q8WXI9	Homo sapiens	Metazoa	593			Negative	3	False
P47015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356			Negative	4	False
P50875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604			Negative	3	False
Q9C829	Arabidopsis thaliana	Viridiplantae	440			Negative	5	False
Q7S054	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	300			Negative	3	False
P40492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	516			Negative	4	False
Q94BY9	Arabidopsis thaliana	Viridiplantae	550			Negative	1	False
P01038	Gallus gallus	Metazoa	139	1.0	23.0	Positive	2	
B0XTT5	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	247			Negative	5	False
Q3E798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87			Negative	4	True
Q8TEV9	Homo sapiens	Metazoa	937			Negative	1	False
Q96JX3	Homo sapiens	Metazoa	654			Negative	4	True
Q9BUK6	Homo sapiens	Metazoa	570			Negative	2	False
B9EJG8	Homo sapiens	Metazoa	249			Negative	3	True
Q6TPK4	Actinidia deliciosa	Viridiplantae	116	1.0	26.0	Positive	3	
P38081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501			Negative	1	False
Q9GZN0	Homo sapiens	Metazoa	384			Negative	5	False
Q9SRY4	Arabidopsis thaliana	Viridiplantae	453			Negative	4	False
Q9D8F1	Mus musculus	Metazoa	300			Negative	5	False
Q9BT49	Homo sapiens	Metazoa	309			Negative	2	False
Q9BUE6	Homo sapiens	Metazoa	129			Negative	2	False
Q9UHH9	Homo sapiens	Metazoa	426			Negative	1	False
P15309	Homo sapiens	Metazoa	386	1.0	32.0	Positive	4	
Q9NPD3	Homo sapiens	Metazoa	245			Negative	1	False
Q96I23	Homo sapiens	Metazoa	114			Negative	2	False
P62249	Homo sapiens	Metazoa	146			Negative	3	False
Q9M2Q6	Arabidopsis thaliana	Viridiplantae	354			Negative	3	False
Q8VZ80	Arabidopsis thaliana	Viridiplantae	539			Negative	1	False
O95571	Homo sapiens	Metazoa	254			Negative	2	False
Q80VL0	Rattus norvegicus	Metazoa	406			Negative	3	False
Q9D2A5	Mus musculus	Metazoa	370			Negative	1	False
G3XKQ9	Oryza sativa subsp. japonica	Viridiplantae	394			Negative	4	False
P06843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333			Negative	5	False
Q99LT0	Mus musculus	Metazoa	99			Negative	1	False
Q9Z206	Mus musculus	Metazoa	595			Negative	3	False
P0DO12	Arabidopsis thaliana	Viridiplantae	126			Negative	3	False
Q9LS48	Arabidopsis thaliana	Viridiplantae	316			Negative	2	False
O88892	Mus musculus	Metazoa	62			Negative	3	False
Q99MY0	Mus musculus	Metazoa	378			Negative	4	False
Q9SD11	Arabidopsis thaliana	Viridiplantae	103			Negative	3	False
Q6K9U2	Oryza sativa subsp. japonica	Viridiplantae	279			Negative	4	False
P32480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875			Negative	5	False
Q5BJM8	Rattus norvegicus	Metazoa	378			Negative	5	True
P81383	Ophiophagus hannah	Metazoa	491	1.0	20.0	Positive	2	
O94468	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	213			Negative	2	False
Q8X150	Gaeumannomyces tritici	Fungi	618	1.0	16.0	Positive	3	
Q9JJL0	Mus musculus	Metazoa	238			Negative	4	False
Q9ES52	Mus musculus	Metazoa	1191			Negative	4	False
O88466	Mus musculus	Metazoa	1888			Negative	2	False
Q5GH67	Mus musculus	Metazoa	647			Negative	4	False
Q9USU3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878			Negative	5	False
O74511	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	838			Negative	1	False
P13712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	422			Negative	5	False
P36532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	105			Negative	2	False
Q27607	Drosophila melanogaster	Metazoa	1145			Negative	3	False
Q84T94	Oryza sativa subsp. japonica	Viridiplantae	639			Negative	5	False
O13395	Mycosarcoma maydis	Fungi	1180			Negative	3	False
Q9HBE5	Homo sapiens	Metazoa	538	1.0	19.0	Positive	2	
Q13569	Homo sapiens	Metazoa	410			Negative	1	False
Q8WYQ3	Homo sapiens	Metazoa	142			Negative	5	False
A0A486WWJ9	Caenorhabditis elegans	Metazoa	582			Negative	1	False
Q9CPX8	Mus musculus	Metazoa	56			Negative	5	True
O43866	Homo sapiens	Metazoa	347	1.0	19.0	Positive	3	
Q9Y5U5	Homo sapiens	Metazoa	241	1.0	25.0	Positive	1	
Q9FVE6	Arabidopsis thaliana	Viridiplantae	245			Negative	2	False
Q03782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492			Negative	5	False
Q8K3Y6	Rattus norvegicus	Metazoa	776			Negative	2	False
P23438	Canis lupus familiaris	Metazoa	183	1.0	17.0	Positive	2	
Q9NUM3	Homo sapiens	Metazoa	307			Negative	4	True
Q9LES4	Arabidopsis thaliana	Viridiplantae	483			Negative	3	False
Q9UT19	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	764			Negative	1	False
Q9VSA3	Drosophila melanogaster	Metazoa	419			Negative	2	False
P22388	Rattus norvegicus	Metazoa	202	1.0	25.0	Positive	3	
O04479	Arabidopsis thaliana	Viridiplantae	199			Negative	3	False
Q8I266	Plasmodium falciparum (isolate 3D7)	Other	1470			Negative	2	True
P32944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819			Negative	5	False
Q03429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123			Negative	2	False
P03968	Bos taurus	Metazoa	155			Negative	1	False
P97521	Rattus norvegicus	Metazoa	301			Negative	4	False
E7F568	Danio rerio	Metazoa	1343			Negative	1	False
O11780	Sus scrofa	Metazoa	683	1.0	23.0	Positive	3	
Q9HGN5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279			Negative	1	False
Q9GTP4	Crithidia fasciculata	Other	502			Negative	5	True
Q16927	Aedes aegypti	Metazoa	2169	1.0	46.0	Positive	2	
P07266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363			Negative	2	False
O74856	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335			Negative	5	False
P56780	Arabidopsis thaliana	Viridiplantae	73			Negative	3	True
Q12513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150			Negative	5	False
Q39129	Arabidopsis thaliana	Viridiplantae	120			Negative	2	False
P07199	Homo sapiens	Metazoa	599			Negative	1	False
Q9HAJ7	Homo sapiens	Metazoa	183			Negative	4	False
E9Q557	Mus musculus	Metazoa	2883			Negative	4	False
P28039	Homo sapiens	Metazoa	575	1.0	23.0	Positive	4	
P11911	Mus musculus	Metazoa	220	1.0	28.0	Positive	2	
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608			Negative	3	False
Q23238	Caenorhabditis elegans	Metazoa	893			Negative	2	False
P09925	Mus musculus	Metazoa	306			Negative	2	True
Q99PV0	Mus musculus	Metazoa	2335			Negative	2	False
Q9FMS5	Arabidopsis thaliana	Viridiplantae	672			Negative	3	False
Q07923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	191			Negative	4	False
Q9NSA1	Homo sapiens	Metazoa	209	1.0	28.0	Positive	5	
