EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class
G4ZHR2	Phytophthora sojae (strain P6497)	Other	241	1	19	Positive
P31836	Bos taurus	Metazoa	853	1	19	Positive
P14765	Ovis aries	Metazoa	97	1	28	Positive
G9I929	Micrurus tener tener	Metazoa	84	1	24	Positive
Q92563	Homo sapiens	Metazoa	424	1	22	Positive
P01633	Mus musculus	Metazoa	149	1	29	Positive
P0C8G6	Pomacea canaliculata	Metazoa	565	1	26	Positive
P01563	Homo sapiens	Metazoa	188	1	23	Positive
C9X4K7	Tityus discrepans	Metazoa	85	1	21	Positive
A0A4P9I8G4	Waitea arvalis	Fungi	238	1	20	Positive
P13204	Bos taurus	Metazoa	129	1	26	Positive
Q7ZT99	Crotalus atrox	Metazoa	240	1	19	Positive
Q805A2	Protobothrops flavoviridis	Metazoa	138	1	16	Positive
P42705	Canis lupus familiaris	Metazoa	352	1	23	Positive
P05187	Homo sapiens	Metazoa	535	1	22	Positive
P10631	Rattus norvegicus	Metazoa	98	1	28	Positive
P62520	Chilobrachys guangxiensis	Metazoa	63	1	27	Positive
P13389	Ovis aries	Metazoa	125	1	19	Positive
P07093	Homo sapiens	Metazoa	398	1	19	Positive
P33579	Rattus norvegicus	Metazoa	238	1	30	Positive
F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	Fungi	587	1	19	Positive
P83632	Galleria mellonella	Metazoa	236	1	17	Positive
P00698	Gallus gallus	Metazoa	147	1	18	Positive
B5U6Y4	Echis ocellatus	Metazoa	138	1	16	Positive
P86404	Mesobuthus eupeus	Metazoa	86	1	19	Positive
Q9PTT2	Lepidobatrachus laevis	Metazoa	225	1	19	Positive
P00747	Homo sapiens	Metazoa	810	1	19	Positive
Q12841	Homo sapiens	Metazoa	308	1	20	Positive
Q9Z1K9	Rattus norvegicus	Metazoa	827	1	17	Positive
P01742	Homo sapiens	Metazoa	117	1	19	Positive
P20757	Ovis aries	Metazoa	476	1	24	Positive
P04280	Homo sapiens	Metazoa	392	1	16	Positive
P30659	Lutzomyia longipalpis	Metazoa	86	1	23	Positive
P10298	Cyprinus carpio	Metazoa	210	1	23	Positive
P19438	Homo sapiens	Metazoa	455	1	29	Positive
P42578	Lymnaea stagnalis	Metazoa	239	1	18	Positive
P19137	Mus musculus	Metazoa	3083	1	24	Positive
A1IKL2	Anisakis simplex	Metazoa	152	1	18	Positive
Q9M0S4	Arabidopsis thaliana	Viridiplantae	127	1	21	Positive
Q6UWK7	Homo sapiens	Metazoa	81	1	24	Positive
Q969P0	Homo sapiens	Metazoa	613	1	27	Positive
P15478	Solanum tuberosum	Viridiplantae	386	1	23	Positive
P31515	Xenopus laevis	Metazoa	341	1	29	Positive
P18632	Cryptomeria japonica	Viridiplantae	374	1	21	Positive
Q3L1D1	Agaricus bisporus	Fungi	594	1	25	Positive
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	1	22	Positive
P80747	Bos taurus	Metazoa	800	1	24	Positive
P01492	Centruroides sculpturatus	Metazoa	87	1	19	Positive
Q8N4F0	Homo sapiens	Metazoa	458	1	20	Positive
P42254	Aspergillus niger	Fungi	628	1	25	Positive
P81498	Suncus murinus	Metazoa	389	1	16	Positive
O82337	Arabidopsis thaliana	Viridiplantae	73	1	26	Positive
P98140	Bos taurus	Metazoa	612	1	19	Positive
F1AWB0	Vaejovis mexicanus	Metazoa	82	1	22	Positive
Q8RUW5	Arabidopsis thaliana	Viridiplantae	433	1	19	Positive
Q15582	Homo sapiens	Metazoa	683	1	23	Positive
Q8AV97	Protobothrops flavoviridis	Metazoa	158	1	23	Positive
P01323	Rattus norvegicus	Metazoa	110	1	24	Positive
P50229	Rattus norvegicus	Metazoa	92	1	23	Positive
O76818	Agrotis ipsilon	Metazoa	193	1	19	Positive
O00206	Homo sapiens	Metazoa	839	1	23	Positive
Q16552	Homo sapiens	Metazoa	155	1	23	Positive
P12318	Homo sapiens	Metazoa	317	1	33	Positive
P91745	Lucilia cuprina	Metazoa	375	1	20	Positive
A8CG78	Daboia siamensis	Metazoa	138	1	16	Positive
Q8MLZ7	Drosophila melanogaster	Metazoa	441	1	23	Positive
Q52085	Heterostelium pallidum	Other	320	1	19	Positive
O77541	Oryctolagus cuniculus	Metazoa	124	1	24	Positive
Q9DGI0	Bothrops jararaca	Metazoa	341	1	19	Positive
G1CWH1	Clitoria ternatea	Viridiplantae	132	1	28	Positive
P22894	Homo sapiens	Metazoa	467	1	20	Positive
P11936	Sus scrofa	Metazoa	284	1	22	Positive
P00751	Homo sapiens	Metazoa	764	1	25	Positive
Q7SZN0	Pseudonaja textilis	Metazoa	1460	1	30	Positive
Q8J0I9	Trichoderma harzianum	Fungi	490	1	28	Positive
Q00954	Rattus norvegicus	Metazoa	218	1	18	Positive
Q20224	Caenorhabditis elegans	Metazoa	161	1	19	Positive
Q8AXY1	Bothrops jararacussu	Metazoa	138	1	16	Positive
Q39688	Daucus carota	Viridiplantae	389	1	24	Positive
P02649	Homo sapiens	Metazoa	317	1	18	Positive
P35331	Gallus gallus	Metazoa	1284	1	24	Positive
P01594	Homo sapiens	Metazoa	117	1	22	Positive
O88917	Rattus norvegicus	Metazoa	1515	1	24	Positive
P31722	Rattus norvegicus	Metazoa	245	1	28	Positive
P14632	Sus scrofa	Metazoa	704	1	19	Positive
P34754	Aspergillus niger	Fungi	479	1	19	Positive
P11150	Homo sapiens	Metazoa	499	1	22	Positive
P01639	Mus musculus	Metazoa	130	1	22	Positive
Q6F495	Molineria latifolia	Viridiplantae	158	1	22	Positive
Q61789	Mus musculus	Metazoa	3330	1	31	Positive
Q8JFE6	Bombina maxima	Metazoa	96	1	19	Positive
P56595	Canis lupus familiaris	Metazoa	88	1	26	Positive
P08236	Homo sapiens	Metazoa	651	1	22	Positive
P01350	Homo sapiens	Metazoa	101	1	21	Positive
P60616	Bungarus multicinctus	Metazoa	95	1	21	Positive
Q7T2Q0	Echis multisquamatus	Metazoa	154	1	26	Positive
P05543	Homo sapiens	Metazoa	415	1	20	Positive
P01780	Homo sapiens	Metazoa	117	1	19	Positive
P11598	Rattus norvegicus	Metazoa	505	1	24	Positive
P06681	Homo sapiens	Metazoa	752	1	20	Positive
P15468	Sus scrofa	Metazoa	147	1	28	Positive
Q8BPM6	Mus musculus	Metazoa	367	1	31	Positive
P04405	Glycine max	Viridiplantae	485	1	18	Positive
P47178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298	1	19	Positive
P19400	Ascaris suum	Metazoa	169	1	20	Positive
Q94733	Rhodnius prolixus	Metazoa	202	1	23	Positive
Q6PW77	Sarocladium strictum	Fungi	499	1	25	Positive
P18959	Manduca sexta	Metazoa	168	1	26	Positive
P06797	Mus musculus	Metazoa	334	1	17	Positive
P01185	Homo sapiens	Metazoa	164	1	19	Positive
P04276	Rattus norvegicus	Metazoa	476	1	16	Positive
P14211	Mus musculus	Metazoa	416	1	17	Positive
Q9BXJ3	Homo sapiens	Metazoa	329	1	16	Positive
A9UGV5	Oryza sativa subsp. japonica	Viridiplantae	68	1	30	Positive
P01148	Homo sapiens	Metazoa	92	1	23	Positive
Q09022	Xenopus laevis	Metazoa	84	1	18	Positive
Q7M413	Oligobrachia mashikoi	Metazoa	158	1	16	Positive
C0H9B6	Salmo salar	Metazoa	413	1	19	Positive
P0CAR9	Cerastes cerastes	Metazoa	137	1	16	Positive
P17728	Leiurus hebraeus	Metazoa	85	1	19	Positive
O46167	Eratigena agrestis	Metazoa	68	1	17	Positive
Q96PD4	Homo sapiens	Metazoa	163	1	30	Positive
P34746	Oreochromis mossambicus	Metazoa	204	1	17	Positive
P04552	Haliotis rufescens	Metazoa	154	1	18	Positive
Q5B1W7	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	385	1	18	Positive
P45658	Androctonus australis	Metazoa	84	1	19	Positive
P01701	Homo sapiens	Metazoa	117	1	19	Positive
Q13007	Homo sapiens	Metazoa	206	1	51	Positive
Q64550	Rattus norvegicus	Metazoa	535	1	29	Positive
P17314	Triticum aestivum	Viridiplantae	168	1	25	Positive
O75629	Homo sapiens	Metazoa	220	1	31	Positive
Q1HLC0	Lonomia obliqua	Metazoa	413	1	18	Positive
P09619	Homo sapiens	Metazoa	1106	1	32	Positive
P04004	Homo sapiens	Metazoa	478	1	19	Positive
A8CG89	Daboia russelii	Metazoa	138	1	16	Positive
Q5ZPR3	Homo sapiens	Metazoa	534	1	28	Positive
Q55GS3	Dictyostelium discoideum	Other	607	1	19	Positive
P05790	Bombyx mori	Metazoa	5263	1	21	Positive
Q96FE7	Homo sapiens	Metazoa	263	1	21	Positive
Q7M419	Oligobrachia mashikoi	Metazoa	156	1	16	Positive
P08375	Sarcophaga peregrina	Metazoa	63	1	23	Positive
G1CWH6	Clitoria ternatea	Viridiplantae	122	1	25	Positive
P24330	Crotalus adamanteus	Metazoa	70	1	22	Positive
P86408	Mesobuthus eupeus	Metazoa	85	1	19	Positive
Q8N126	Homo sapiens	Metazoa	398	1	24	Positive
A8CL69	Apis mellifera	Metazoa	195	1	33	Positive
Q26427	Galleria mellonella	Metazoa	267	1	16	Positive
Q8JI39	Protobothrops flavoviridis	Metazoa	240	1	19	Positive
P31608	Sagittaria sagittifolia	Viridiplantae	181	1	24	Positive
A3RJ36	Bubalus bubalis	Metazoa	64	1	24	Positive
P12637	Canis lupus familiaris	Metazoa	410	1	19	Positive
P0DPZ2	Scolopendra dehaani	Metazoa	101	1	23	Positive
F1N5C8	Bos taurus	Metazoa	445	1	22	Positive
P0C8E8	Rhipicephalus sanguineus	Metazoa	86	1	20	Positive
P15270	Dictyostelium discoideum	Other	424	1	23	Positive
P13501	Homo sapiens	Metazoa	91	1	23	Positive
P84693	Tityus obscurus	Metazoa	84	1	19	Positive
P13599	Rattus norvegicus	Metazoa	366	1	22	Positive
Q00855	Dermatophagoides farinae	Metazoa	146	1	17	Positive
P11916	Aquarana catesbeiana	Metazoa	133	1	22	Positive
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	1	28	Positive
P48740	Homo sapiens	Metazoa	699	1	19	Positive
P22969	Equus caballus	Metazoa	182	1	25	Positive
P63153	Sus scrofa	Metazoa	146	1	23	Positive
P09056	Mus musculus	Metazoa	203	1	23	Positive
P0DPU1	Scolopendra dehaani	Metazoa	210	1	23	Positive
P84527	Actinidia deliciosa	Viridiplantae	213	1	24	Positive
A0A1S6EK91	Moringa oleifera	Viridiplantae	79	1	20	Positive
C0HJQ5	Mesobuthus eupeus	Metazoa	57	1	28	Positive
P80090	Lymnaea stagnalis	Metazoa	122	1	29	Positive
P01023	Homo sapiens	Metazoa	1474	1	23	Positive
P28039	Homo sapiens	Metazoa	575	1	23	Positive
P15223	Centruroides noxius	Metazoa	86	1	19	Positive
Q03178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	1	18	Positive
Q9UIB8	Homo sapiens	Metazoa	345	1	21	Positive
P10082	Homo sapiens	Metazoa	97	1	28	Positive
Q7T3J2	Bungarus candidus	Metazoa	95	1	21	Positive
Q9NBW2	Olivierus martensii	Metazoa	83	1	19	Positive
Q92583	Homo sapiens	Metazoa	94	1	23	Positive
Q4LCS9	Androctonus australis	Metazoa	80	1	22	Positive
P50828	Sus scrofa	Metazoa	459	1	28	Positive
A0A2J6KL39	Lactuca sativa	Viridiplantae	117	1	25	Positive
Q6IY74	Oryctolagus cuniculus	Metazoa	141	1	18	Positive
Q9M069	Arabidopsis thaliana	Viridiplantae	504	1	22	Positive
Q9HB40	Homo sapiens	Metazoa	452	1	26	Positive
P31358	Homo sapiens	Metazoa	61	1	24	Positive
Q03180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325	1	18	Positive
A4VBF0	Vipera nikolskii	Metazoa	138	1	16	Positive
Q9UBN6	Homo sapiens	Metazoa	386	1	55	Positive
Q26292	Leiurus hebraeus	Metazoa	85	1	21	Positive
P28798	Mus musculus	Metazoa	589	1	17	Positive
Q8NBL1	Homo sapiens	Metazoa	392	1	23	Positive
Q6UWM7	Homo sapiens	Metazoa	567	1	21	Positive
P0DPV3	Scolopendra dehaani	Metazoa	73	1	23	Positive
P16933	Schizophyllum commune	Fungi	136	1	24	Positive
Q9H3T3	Homo sapiens	Metazoa	888	1	25	Positive
P20702	Homo sapiens	Metazoa	1163	1	19	Positive
P07214	Mus musculus	Metazoa	302	1	17	Positive
P13500	Homo sapiens	Metazoa	99	1	23	Positive
Q9NS68	Homo sapiens	Metazoa	423	1	29	Positive
P20013	Trametes versicolor	Fungi	372	1	26	Positive
P05113	Homo sapiens	Metazoa	134	1	19	Positive
P83869	Drosophila melanogaster	Metazoa	46	1	22	Positive
P35590	Homo sapiens	Metazoa	1138	1	21	Positive
Q6UW56	Homo sapiens	Metazoa	229	1	30	Positive
Q06KA5	Phlebotomus duboscqi	Metazoa	142	1	20	Positive
P05307	Bos taurus	Metazoa	510	1	20	Positive
P07474	Oryctolagus cuniculus	Metazoa	120	1	24	Positive
P82114	Bothrops moojeni	Metazoa	138	1	16	Positive
P81702	Ceratocystis fimbriata f. sp. platani	Fungi	134	1	14	Positive
P10762	Locusta migratoria	Metazoa	179	1	16	Positive
P15358	Haementeria officinalis	Metazoa	136	1	17	Positive
P50895	Homo sapiens	Metazoa	628	1	31	Positive
Q6RG02	Penaeus merguiensis	Metazoa	2586	1	18	Positive
P60213	Tityus obscurus	Metazoa	86	1	20	Positive
P01764	Homo sapiens	Metazoa	117	1	19	Positive
Q9PVF4	Calloselasma rhodostoma	Metazoa	137	1	16	Positive
P18650	Sus scrofa	Metazoa	317	1	18	Positive
Q7ZZN8	Naja atra	Metazoa	238	1	19	Positive
P21814	Ovis aries	Metazoa	429	1	25	Positive
P80356	Avena sativa	Viridiplantae	220	1	19	Positive
P09470	Mus musculus	Metazoa	1312	1	34	Positive
P10975	Ricinus communis	Viridiplantae	116	1	24	Positive
P0CX79	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	1	25	Positive
Q7YSJ4	Dictyostelium discoideum	Other	708	1	19	Positive
A0A2I8B352	Paralithodes camtschaticus	Metazoa	71	1	23	Positive
Q9IAM1	Deinagkistrodon acutus	Metazoa	152	1	23	Positive
P12799	Bos taurus	Metazoa	444	1	24	Positive
Q6H3C8	Trimeresurus stejnegeri	Metazoa	138	1	16	Positive
P0DL40	Vespa magnifica	Metazoa	67	1	21	Positive
Q8ISL8	Apis mellifera	Metazoa	78	1	24	Positive
Q25589	Faxonius limosus	Metazoa	135	1	26	Positive
Q95121	Bos taurus	Metazoa	416	1	20	Positive
Q90WJ9	Takifugu pardalis	Metazoa	391	1	20	Positive
P24821	Homo sapiens	Metazoa	2201	1	22	Positive
C0HJZ1	Arachis hypogaea	Viridiplantae	72	1	25	Positive
P38571	Homo sapiens	Metazoa	399	1	27	Positive
Q28631	Oryctolagus cuniculus	Metazoa	123	1	28	Positive
P10959	Rattus norvegicus	Metazoa	549	1	18	Positive
P38574	Bos taurus	Metazoa	287	1	18	Positive
P24605	Bothrops asper	Metazoa	137	1	16	Positive
Q8I7X1	Porcellio scaber	Metazoa	145	1	21	Positive
P29523	Bombyx mori	Metazoa	550	1	39	Positive
Q8WXF3	Homo sapiens	Metazoa	142	1	25	Positive
Q3HLQ4	Protobothrops mucrosquamatus	Metazoa	138	1	16	Positive
Q9UAD0	Olivierus martensii	Metazoa	59	1	24	Positive
P01038	Gallus gallus	Metazoa	139	1	23	Positive
P31096	Bos taurus	Metazoa	278	1	16	Positive
P04284	Solanum lycopersicum	Viridiplantae	159	1	24	Positive
P07267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405	1	22	Positive
B2KTG1	Bungarus fasciatus	Metazoa	83	1	24	Positive
P05231	Homo sapiens	Metazoa	212	1	29	Positive
P36980	Homo sapiens	Metazoa	270	1	18	Positive
Q41015	Pisum sativum	Viridiplantae	217	1	26	Positive
P01493	Centruroides sculpturatus	Metazoa	87	1	19	Positive
P43174	Ambrosia psilostachya	Viridiplantae	77	1	22	Positive
P01235	Cyprinus carpio	Metazoa	144	1	27	Positive
P11590	Mus musculus	Metazoa	178	1	16	Positive
P42579	Lymnaea stagnalis	Metazoa	100	1	23	Positive
Q05927	Bos taurus	Metazoa	574	1	26	Positive
P62375	Naja atra	Metazoa	83	1	21	Positive
P31779	Aquarana catesbeiana	Metazoa	153	1	24	Positive
P15289	Homo sapiens	Metazoa	507	1	18	Positive
Q53NL5	Oryza sativa subsp. japonica	Viridiplantae	290	1	27	Positive
P20474	Bothrops asper	Metazoa	138	1	16	Positive
Q07092	Homo sapiens	Metazoa	1604	1	21	Positive
P80221	Bos taurus	Metazoa	112	1	36	Positive
Q867W1	Procambarus clarkii	Metazoa	76	1	27	Positive
P01225	Homo sapiens	Metazoa	129	1	18	Positive
P19999	Rattus norvegicus	Metazoa	238	1	17	Positive
P29695	Protobothrops flavoviridis	Metazoa	342	1	19	Positive
C0HL38	Trichonephila clavata	Metazoa	60	1	19	Positive
O42414	Gallus gallus	Metazoa	1369	1	25	Positive
P05160	Homo sapiens	Metazoa	661	1	20	Positive
P22146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	559	1	22	Positive
Q8T0W2	Pimpla hypochondriaca	Metazoa	203	1	19	Positive
Q9UAC8	Olivierus martensii	Metazoa	85	1	19	Positive
P10147	Homo sapiens	Metazoa	92	1	23	Positive
P01318	Ovis aries	Metazoa	105	1	24	Positive
A0AT32	Lens culinaris	Viridiplantae	118	1	25	Positive
P0C908	Buthus israelis	Metazoa	59	1	22	Positive
O35744	Mus musculus	Metazoa	398	1	21	Positive
P25289	Lymnaea stagnalis	Metazoa	137	1	31	Positive
Q9SU40	Arabidopsis thaliana	Viridiplantae	587	1	20	Positive
P14091	Homo sapiens	Metazoa	396	1	19	Positive
P01168	Sus scrofa	Metazoa	116	1	24	Positive
P08379	Locusta migratoria	Metazoa	61	1	22	Positive
P33679	Zea mays	Viridiplantae	227	1	20	Positive
Q76FP5	Hypocrea rufa	Fungi	479	1	20	Positive
P01729	Mus musculus	Metazoa	129	1	19	Positive
Q9I8P7	Malayopython reticulatus	Metazoa	201	1	19	Positive
P01714	Homo sapiens	Metazoa	112	1	20	Positive
F8S0Y4	Crotalus adamanteus	Metazoa	240	1	19	Positive
P02669	Ovis aries	Metazoa	192	1	21	Positive
P02724	Homo sapiens	Metazoa	150	1	19	Positive
P11717	Homo sapiens	Metazoa	2491	1	40	Positive
P82935	Naja kaouthia	Metazoa	86	1	21	Positive
Q27270	Tenebrio molitor	Metazoa	96	1	18	Positive
P07730	Oryza sativa subsp. japonica	Viridiplantae	499	1	24	Positive
C9K4X8	Patiria pectinifera	Metazoa	116	1	29	Positive
Q5KQS4	Gloydius brevicauda	Metazoa	324	1	19	Positive
P02788	Homo sapiens	Metazoa	710	1	19	Positive
O60609	Homo sapiens	Metazoa	400	1	31	Positive
P09655	Rattus norvegicus	Metazoa	79	1	18	Positive
P14213	Tachypleus tridentatus	Metazoa	77	1	23	Positive
Q25588	Faxonius limosus	Metazoa	135	1	26	Positive
P25291	Canis lupus familiaris	Metazoa	509	1	21	Positive
Q9UBP4	Homo sapiens	Metazoa	350	1	21	Positive
Q43871	Hordeum vulgare	Viridiplantae	115	1	25	Positive
P15242	Rattus norvegicus	Metazoa	333	1	17	Positive
P0C2F4	Heterometrus laoticus	Metazoa	95	1	19	Positive
A0AT29	Lens culinaris	Viridiplantae	118	1	25	Positive
P0CC12	Odontobuthus doriae	Metazoa	57	1	28	Positive
P79762	Gallus gallus	Metazoa	437	1	20	Positive
P01709	Homo sapiens	Metazoa	118	1	19	Positive
P31235	Oryctolagus cuniculus	Metazoa	409	1	19	Positive
P01614	Homo sapiens	Metazoa	121	1	19	Positive
P09319	Oreochromis mossambicus	Metazoa	212	1	24	Positive
P05154	Homo sapiens	Metazoa	406	1	19	Positive
P54762	Homo sapiens	Metazoa	984	1	17	Positive
Q02083	Homo sapiens	Metazoa	359	1	28	Positive
Q5MIW7	Aedes albopictus	Metazoa	332	1	21	Positive
Q24824	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	96	1	19	Positive
P26894	Sus scrofa	Metazoa	103	1	25	Positive
P81264	Bos taurus	Metazoa	98	1	22	Positive
P86100	Olivierus martensii	Metazoa	410	1	25	Positive
C6JUP1	Micrurus corallinus	Metazoa	84	1	21	Positive
P01538	Viscum album	Viridiplantae	111	1	26	Positive
Q70SU7	Salvelinus alpinus	Metazoa	342	1	19	Positive
Q27081	Tachypleus tridentatus	Metazoa	400	1	23	Positive
P12843	Rattus norvegicus	Metazoa	304	1	34	Positive
P55320	Homarus americanus	Metazoa	112	1	31	Positive
P35916	Homo sapiens	Metazoa	1363	1	24	Positive
P19121	Gallus gallus	Metazoa	615	1	18	Positive
P79073	Hypocrea jecorina	Fungi	86	1	15	Positive
A9UGV7	Oryza sativa subsp. japonica	Viridiplantae	63	1	26	Positive
C1IC47	Walterinnesia aegyptia	Metazoa	83	1	21	Positive
P01083	Triticum aestivum	Viridiplantae	153	1	30	Positive
P21614	Mus musculus	Metazoa	476	1	16	Positive
P29027	Rhizopus oligosporus	Fungi	542	1	22	Positive
Q7ZTA0	Agkistrodon piscivorus piscivorus	Metazoa	240	1	19	Positive
Q27441	Aplysia californica	Metazoa	92	1	21	Positive
P01348	Sus scrofa	Metazoa	182	1	24	Positive
P14170	Nicotiana tabacum	Viridiplantae	246	1	21	Positive
P17213	Homo sapiens	Metazoa	487	1	31	Positive
P54660	Dictyostelium discoideum	Other	143	1	22	Positive
Q4W1I8	Zinnia elegans	Viridiplantae	321	1	30	Positive
P53366	Sus scrofa	Metazoa	188	1	21	Positive
Q9NL38	Pinctada maxima	Metazoa	568	1	22	Positive
P04844	Homo sapiens	Metazoa	631	1	22	Positive
P0CX78	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	1	25	Positive
O57690	Protobothrops flavoviridis	Metazoa	200	1	19	Positive
P16235	Rattus norvegicus	Metazoa	700	1	26	Positive
Q02862	Mus musculus	Metazoa	184	1	15	Positive
Q4LCS8	Androctonus australis	Metazoa	82	1	22	Positive
Q26636	Sarcophaga peregrina	Metazoa	339	1	17	Positive
P05452	Homo sapiens	Metazoa	202	1	21	Positive
P67976	Ovis aries	Metazoa	180	1	18	Positive
P05164	Homo sapiens	Metazoa	745	1	48	Positive
P14448	Gallus gallus	Metazoa	741	1	18	Positive
Q28173	Bos taurus	Metazoa	416	1	22	Positive
O93426	Crotalus durissus terrificus	Metazoa	158	1	23	Positive
P35481	Cyprinus carpio	Metazoa	129	1	18	Positive
D3JXM1	Mesobuthus eupeus	Metazoa	59	1	22	Positive
Q14210	Homo sapiens	Metazoa	128	1	20	Positive
Q8WRY4	Centruroides limpidus	Metazoa	84	1	19	Positive
Q8T0W8	Gastrophysa atrocyanea	Metazoa	65	1	24	Positive
Q07203	Xenopus laevis	Metazoa	238	1	16	Positive
P56513	Canis lupus familiaris	Metazoa	92	1	20	Positive
P08185	Homo sapiens	Metazoa	405	1	22	Positive
P14314	Homo sapiens	Metazoa	528	1	14	Positive
P04058	Tetronarce californica	Metazoa	586	1	21	Positive
P21782	Bos taurus	Metazoa	168	1	32	Positive
Q10E50	Oryza sativa subsp. japonica	Viridiplantae	163	1	43	Positive
P01237	Rattus norvegicus	Metazoa	226	1	29	Positive
P01730	Homo sapiens	Metazoa	458	1	25	Positive
Q9YGG9	Gloydius blomhoffii	Metazoa	157	1	21	Positive
P23472	Hevea brasiliensis	Viridiplantae	311	1	26	Positive
P0DUS8	Doratifera vulnerans	Metazoa	59	1	17	Positive
P16112	Homo sapiens	Metazoa	2530	1	16	Positive
Q7TMF5	Mus musculus	Metazoa	413	1	20	Positive
Q6H3D7	Trimeresurus stejnegeri	Metazoa	137	1	16	Positive
P27613	Trichostrongylus colubriformis	Metazoa	173	1	15	Positive
P01831	Mus musculus	Metazoa	162	1	19	Positive
P20462	Notamacropus eugenii	Metazoa	176	1	18	Positive
P56829	Ovis aries	Metazoa	195	1	23	Positive
Q7YXD3	Androctonus mauritanicus mauritanicus	Metazoa	85	1	19	Positive
P29288	Rattus norvegicus	Metazoa	327	1	22	Positive
P10645	Homo sapiens	Metazoa	457	1	18	Positive
Q9Y5H9	Homo sapiens	Metazoa	948	1	22	Positive
Q96AP7	Homo sapiens	Metazoa	390	1	29	Positive
Q8SXL2	Drosophila melanogaster	Metazoa	136	1	24	Positive
Q95NY5	Anopheles stephensi	Metazoa	315	1	18	Positive
P26729	Bombyx mori	Metazoa	92	1	19	Positive
C7B247	Isometrus maculatus	Metazoa	74	1	22	Positive
B2G331	Radianthus crispa	Metazoa	78	1	22	Positive
P91629	Drosophila miranda	Metazoa	126	1	16	Positive
P81623	Bos taurus	Metazoa	258	1	29	Positive
P81649	Sus scrofa	Metazoa	153	1	26	Positive
P28491	Sus scrofa	Metazoa	417	1	17	Positive
P01226	Equus caballus	Metazoa	129	1	18	Positive
Q9U572	Penaeus monodon	Metazoa	1670	1	14	Positive
O89093	Mus musculus	Metazoa	97	1	27	Positive
P39037	Sus scrofa	Metazoa	232	1	15	Positive
P05013	Homo sapiens	Metazoa	189	1	20	Positive
P11919	Manduca sexta	Metazoa	88	1	26	Positive
Q00657	Rattus norvegicus	Metazoa	2326	1	29	Positive
P01566	Homo sapiens	Metazoa	189	1	23	Positive
P00624	Crotalus atrox	Metazoa	138	1	16	Positive
C0HLL2	Pithecopus azureus	Metazoa	146	1	18	Positive
Q2PGV8	Aureobasidium pullulans	Fungi	361	1	26	Positive
W8E7D1	Macrovipera lebetinus	Metazoa	851	1	23	Positive
P0DKU2	Pandinus imperator	Metazoa	145	1	15	Positive
Q96X54	Aspergillus awamori	Fungi	628	1	25	Positive
Q1RP79	Vipera nikolskii	Metazoa	138	1	16	Positive
Q27908	Pinctada fucata	Metazoa	447	1	17	Positive
Q39487	Colocasia esculenta	Viridiplantae	267	1	26	Positive
P22412	Sus scrofa	Metazoa	409	1	16	Positive
P01347	Rattus norvegicus	Metazoa	186	1	22	Positive
P81941	Pseudopleuronectes americanus	Metazoa	68	1	22	Positive
P60775	Laticauda semifasciata	Metazoa	83	1	21	Positive
O14791	Homo sapiens	Metazoa	398	1	27	Positive
P10124	Homo sapiens	Metazoa	158	1	27	Positive
O02853	Bos taurus	Metazoa	191	1	28	Positive
P16612	Rattus norvegicus	Metazoa	214	1	26	Positive
P07477	Homo sapiens	Metazoa	247	1	15	Positive
P02652	Homo sapiens	Metazoa	100	1	18	Positive
O15467	Homo sapiens	Metazoa	120	1	23	Positive
Q00293	Aspergillus tubingensis	Fungi	435	1	22	Positive
Q43767	Hordeum vulgare	Viridiplantae	115	1	25	Positive
P23807	Protobothrops flavoviridis	Metazoa	146	1	23	Positive
P01274	Sus scrofa	Metazoa	180	1	20	Positive
